article,form,material,color,brand,category,temples_length,lens_width,bridge_width,price,seasonality,gender,age_group
LUGANO-G0321TG04S,квадратная,титан,белый,Tom Ford,солнцезащитные,150,52,20,36042,летняя,мужской,пожилой
LXN-EVO-403-A-03-BLU-GLD,круглая,пластик,серый,Oakley,солнцезащитные,150,54,18,20524,летняя,унисекс,молодой
MACH-SIX-121-05-BLK-GLD,квадратная,комбинированный,серый,Gucci,оптика,135,50,18,9210,всесезонная,мужской,средний
MAMA-001,кошачий_глаз,металл,коричневый,Ray-Ban,солнцезащитные,150,46,17,10324,летняя,унисекс,пожилой
MAVEN - 04,прямоугольная,пластик,золотой,Tom Ford,солнцезащитные,130,46,17,39928,летняя,мужской,пожилой
MELANI-04,прямоугольная,титан,коричневый,Polaroid,оптика,140,50,14,23716,всесезонная,мужской,пожилой
METAMAT-526-59-02-RGD,прямоугольная,титан,черный,Valentino,оптика,135,54,18,21818,всесезонная,женский,средний
N7.2-Sil-GryG,кошачий_глаз,металл,золотой,Tom Ford,оптика,145,52,16,21310,всесезонная,мужской,пожилой
NACHT-TWO-128-01-BLK-GL,прямоугольная,титан,черный,Valentino,оптика,135,48,15,38736,всесезонная,мужской,средний
NARCISSUS-503-GRY-GLD,квадратная,пластик,белый,Polaroid,солнцезащитные,150,48,17,6247,летняя,женский,молодой
NIKI SUN-C03-SR,кошачий_глаз,пластик,золотой,Lacoste,солнцезащитные,135,54,16,6805,летняя,женский,молодой
NOBLE DAY - 05,круглая,пластик,коричневый,Lacoste,оптика,135,48,16,8372,всесезонная,мужской,молодой
ORINATE-TB3-GREY,прямоугольная,металл,белый,Oakley,оптика,145,52,17,23156,всесезонная,мужской,пожилой
ORINATE-TB4-ROSE,овальная,пластик,черный,Oakley,оптика,140,52,18,3196,всесезонная,мужской,молодой
P0401-4EYY2,квадратная,металл,синий,Oakley,солнцезащитные,140,48,19,9692,летняя,мужской,пожилой
P1300A,овальная,комбинированный,коричневый,Valentino,оптика,150,48,19,9068,всесезонная,женский,средний
P1300B,квадратная,пластик,белый,Oakley,оптика,145,46,20,22015,всесезонная,мужской,пожилой
P1300C,овальная,металл,серебряный,Tom Ford,солнцезащитные,150,52,20,19188,летняя,унисекс,молодой
P1301A,прямоугольная,комбинированный,коричневый,Ray-Ban,оптика,140,54,19,5661,всесезонная,женский,средний
P2301A,кошачий_глаз,титан,коричневый,Oakley,оптика,135,50,14,4035,всесезонная,женский,пожилой
P56-GD-BB,квадратная,титан,золотой,Gucci,солнцезащитные,150,46,17,8766,летняя,унисекс,средний
P57-SI-RD,квадратная,металл,серый,Gucci,оптика,150,48,20,39520,всесезонная,мужской,пожилой
P58-BMFX,прямоугольная,комбинированный,белый,Lacoste,оптика,150,50,14,11577,всесезонная,женский,молодой
P8-BMK,прямоугольная,металл,синий,Valentino,солнцезащитные,135,48,14,37942,летняя,мужской,пожилой
PAI - 01,овальная,титан,коричневый,Valentino,солнцезащитные,140,50,14,16220,летняя,мужской,молодой
PAI - 05,квадратная,пластик,серый,Ray-Ban,солнцезащитные,130,48,14,5886,летняя,мужской,пожилой
PANTHERE-1-42,круглая,комбинированный,коричневый,Prada,оптика,135,48,17,39938,всесезонная,женский,средний
PANTHERE-4-44,круглая,металл,черный,Ray-Ban,солнцезащитные,140,48,17,16675,летняя,унисекс,пожилой
PERPLEXER-405-A-01-BLK-GL,прямоугольная,комбинированный,черный,Lacoste,солнцезащитные,135,48,17,21246,летняя,унисекс,средний
PIANO - 01,овальная,комбинированный,серебряный,Polaroid,солнцезащитные,135,46,19,6695,летняя,женский,молодой
PIANO - 03,овальная,титан,черный,Lacoste,солнцезащитные,130,48,14,4214,летняя,мужской,пожилой
RENEE/S-C8W9O,кошачий_глаз,пластик,коричневый,Lacoste,солнцезащитные,150,48,15,4923,летняя,мужской,пожилой
RIDGE-325,кошачий_глаз,пластик,синий,Valentino,оптика,140,50,17,28364,всесезонная,унисекс,пожилой
RODNEY-6-46,круглая,пластик,коричневый,Lacoste,оптика,150,46,16,17032,всесезонная,женский,средний
